Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID12668,12668,171,0.151,1349.055,1365.831,0,132,132,15,1,-10921639,39.678,38,31,52,29719,4.818,17.901,0.092,1.382
ID12723,12723,171,0.146,1345.283,1366.527,0,133,133,15,1,-10921639,39.442,38,32,51,29542,4.567,16.101,0.089,1.407
ID12777,12777,171,0.164,1341.549,1368.128,0,134,134,15,1,-10921639,40.211,39,30,54,30118,5.340,16.084,0.097,1.337
ID12833,12833,171,0.185,1339.331,1368.813,0,135,135,15,1,-10921639,41.056,39,31,59,30751,6.293,15.916,0.110,1.297
ID12944,12944,171,0.193,1336.705,1367.947,0,136,136,15,1,-10921639,41.240,39,31,58,30889,6.678,15.611,0.112,1.246
ID12888,12888,171,0.199,1334.126,1368.646,0,137,137,15,1,-10921639,41.538,39,31,60,31112,6.946,16.071,0.116,1.241
ID13053,13053,171,0.177,1334.751,1367.813,0,138,138,15,1,-10921639,40.469,39,32,58,30311,6.027,15.875,0.104,1.265
ID12999,12999,171,0.162,1336.101,1368.049,0,139,139,15,1,-10921639,39.657,38,31,56,29703,5.532,15.843,0.096,1.252
ID13162,13162,171,0.146,1335.460,1369.061,0,140,140,15,1,-10921639,38.837,37,30,52,29089,4.968,15.950,0.087,1.249
ID13108,13108,171,0.132,1332.070,1367.288,0,141,141,15,1,-10921639,37.899,37,31,50,28386,4.600,16.345,0.076,1.165
ID13216,13216,171,0.118,1330.042,1367.625,0,142,142,15,1,-10921639,37.445,36,30,48,28046,3.926,15.640,0.070,1.247
ID13269,13269,171,0.116,1327.522,1366.082,0,143,143,15,1,-10921639,37.108,36,31,48,27794,4.053,15.185,0.065,1.124
ID13321,13321,171,0.110,1325.129,1366.386,0,144,144,15,1,-10921639,36.856,36,31,49,27605,3.767,16.071,0.064,1.168
ID13372,13372,171,0.104,1322.974,1366.622,0,145,145,15,1,-10921639,36.589,36,31,45,27405,3.479,15.871,0.060,1.186
ID13424,13424,171,0.133,1320.666,1368.574,0,146,146,15,1,-10921639,37.841,36,31,52,28343,4.706,15.289,0.076,1.134
ID13475,13475,171,0.153,1319.485,1368.582,0,147,147,15,1,-10921639,38.766,37,32,56,29036,5.447,15.773,0.088,1.146
ID13526,13526,171,0.158,1317.947,1367.362,0,148,148,15,1,-10921639,38.975,37,30,56,29192,5.773,15.107,0.090,1.109
ID13576,13576,171,0.156,1316.592,1366.129,0,149,149,15,1,-10921639,38.658,37,31,58,28955,5.860,15.160,0.087,1.055
ID13676,13676,171,0.167,1315.424,1366.135,0,150,150,15,1,-10921639,39.160,37,31,57,29331,6.170,14.985,0.094,1.087
ID13625,13625,171,0.178,1314.073,1365.936,0,151,151,15,1,-10921639,39.768,37,31,58,29786,6.449,15.190,0.101,1.133
ID13725,13725,171,0.224,1313.472,1364.679,0,152,152,15,1,-10921639,41.944,39,32,64,31416,8.451,15.181,0.125,1.100
ID13774,13774,171,0.231,1312.256,1364.202,0,153,153,15,1,-10921639,42.075,39,31,65,31514,8.795,14.956,0.127,1.081
ID13877,13877,171,0.235,1309.145,1364.729,0,154,154,15,1,-10921639,42.041,38,32,69,31489,9.261,14.951,0.127,1.021
ID13826,13826,171,0.214,1307.185,1364.410,0,155,155,15,1,-10921639,41.001,37,31,65,30710,8.514,14.722,0.115,0.994
ID13928,13928,171,0.195,1305.527,1363.509,0,156,156,15,1,-10921639,40.232,37,31,60,30134,7.620,15.008,0.107,1.021
ID13979,13979,171,0.186,1303.267,1364.498,0,157,157,15,1,-10921639,40.008,37,30,59,29966,6.993,14.898,0.104,1.076
ID14080,14080,171,0.175,1301.263,1365.073,0,158,158,15,1,-10921639,39.603,37,31,57,29663,6.439,15.144,0.098,1.102
ID14028,14028,171,0.156,1299.750,1365.763,0,159,159,15,1,-10921639,38.696,36,31,55,28983,5.756,15.011,0.088,1.082
ID14129,14129,171,0.140,1297.539,1365.930,0,160,160,15,1,-10921639,38.027,36,30,51,28482,5.028,15.032,0.079,1.113
ID14181,14181,171,0.138,1296.020,1366.122,0,161,161,15,1,-10921639,37.943,36,31,51,28419,4.850,15.608,0.079,1.147
ID14232,14232,171,0.133,1294.941,1365.338,0,162,162,15,1,-10921639,37.765,36,32,50,28286,4.579,15.663,0.077,1.181
ID14284,14284,171,0.125,1292.125,1365.906,0,163,163,15,1,-10921639,37.318,36,31,49,27951,4.396,15.208,0.071,1.132
ID14336,14336,171,0.120,1289.268,1366.255,0,164,164,15,1,-10921639,36.899,35,31,48,27637,4.427,14.822,0.066,1.038
ID14391,14391,171,0.112,1288.445,1368.204,0,165,165,15,1,-10921639,36.579,35,30,47,27398,4.032,15.364,0.062,1.061
ID14446,14446,171,0.106,1289.566,1369.816,0,166,166,15,1,-10921639,36.234,35,31,47,27139,3.872,15.142,0.058,1.033
ID14501,14501,171,0.114,1290.070,1369.107,0,167,167,15,1,-10921639,36.753,35,31,49,27528,4.105,14.569,0.063,1.058
ID14555,14555,171,0.132,1290.999,1367.603,0,168,168,15,1,-10921639,37.570,36,31,50,28140,4.836,15.300,0.074,1.076
ID14607,14607,171,0.129,1291.715,1369.021,0,169,169,15,1,-10921639,37.264,35,31,52,27911,4.799,15.201,0.072,1.039
ID14659,14659,171,0.125,1291.379,1372.538,0,170,170,15,1,-10921639,37.164,36,30,50,27836,4.554,15.400,0.071,1.084
ID14711,14711,171,0.116,1291.437,1372.428,0,171,171,15,1,-10921639,36.615,35,31,47,27425,4.294,14.947,0.065,1.034
ID14762,14762,171,0.110,1291.227,1370.321,0,172,172,15,1,-10921639,36.314,35,31,49,27199,4.067,14.925,0.061,1.019
ID14815,14815,171,0.112,1291.220,1370.484,0,173,173,15,1,-10921639,36.210,35,30,48,27121,4.172,14.766,0.061,1.004
ID14868,14868,171,0.141,1289.779,1369.915,0,174,174,15,1,-10921639,37.726,36,30,54,28257,5.284,14.963,0.080,1.059
ID14922,14922,171,0.179,1288.156,1369.510,0,175,175,15,1,-10921639,39.320,37,30,57,29451,6.841,14.959,0.101,1.055
ID14974,14974,171,0.220,1286.065,1370.899,0,176,176,15,1,-10921639,41.215,38,31,65,30870,8.480,15.107,0.123,1.064
ID15028,15028,171,0.285,1285.432,1370.644,0,177,177,15,1,-10921639,44.109,40,30,76,33038,11.298,15.258,0.155,1.049
ID15081,15081,171,0.297,1285.621,1370.007,0,178,178,15,1,-10921639,44.636,40,30,75,33432,11.543,15.072,0.162,1.079
ID15136,15136,171,0.290,1286.732,1370.334,0,179,179,15,1,-10921639,44.320,40,30,76,33196,11.414,14.872,0.157,1.054
ID15242,15242,171,0.284,1287.927,1369.114,0,180,180,15,1,-10921639,44.368,41,31,72,33232,10.807,14.985,0.157,1.113
ID15190,15190,171,0.261,1286.351,1368.434,0,181,181,15,1,-10921639,43.382,40,30,69,32493,9.945,15.117,0.145,1.107
ID15296,15296,171,0.243,1284.182,1368.860,0,182,182,15,1,-10921639,42.223,39,31,66,31625,9.374,15.058,0.134,1.067
ID15350,15350,171,0.227,1283.901,1368.786,0,183,183,15,1,-10921639,41.474,39,30,65,31064,8.822,15.012,0.126,1.054
ID15406,15406,171,0.209,1282.985,1370.048,0,184,184,15,1,-10921639,40.660,37,31,62,30454,8.161,14.977,0.115,1.031
ID15461,15461,171,0.188,1284.046,1371.228,0,185,185,15,1,-10921639,39.788,37,29,60,29801,7.220,14.940,0.106,1.054
ID15514,15514,171,0.183,1286.681,1371.057,0,186,186,15,1,-10921639,39.399,37,30,58,29510,7.003,14.932,0.103,1.047
ID15567,15567,171,0.165,1285.580,1371.204,0,187,187,15,1,-10921639,38.505,36,31,57,28840,6.514,9.808,0.091,0.986
ID15622,15622,171,0.158,1284.283,1373.060,0,188,188,15,1,-10921639,38.314,36,30,54,28697,6.053,14.768,0.089,1.030
ID15676,15676,171,0.150,1285.070,1372.865,0,189,189,15,1,-10921639,37.923,36,31,53,28404,5.534,15.565,0.086,1.080
ID15783,15783,171,0.157,1284.383,1371.655,0,190,190,15,1,-10921639,38.041,36,30,54,28493,5.975,15.224,0.089,1.038
ID15729,15729,171,0.153,1284.548,1373.288,0,191,191,15,1,-10921639,37.897,36,28,54,28385,5.886,14.952,0.086,1.017
ID15835,15835,171,0.143,1283.435,1374.840,0,192,192,15,1,-10921639,37.569,36,30,52,28139,5.163,15.077,0.083,1.110
ID15891,15891,171,0.133,1283.985,1372.681,0,193,193,15,1,-10921639,36.872,35,30,51,27617,5.011,15.238,0.074,1.015
ID15945,15945,171,0.126,1284.760,1371.912,0,194,194,15,1,-10921639,36.657,35,30,48,27456,4.650,14.924,0.072,1.060
ID16000,16000,171,0.120,1283.649,1371.906,0,195,195,15,1,-10921639,36.377,35,29,48,27246,4.415,15.289,0.067,1.029
ID16053,16053,171,0.131,1283.670,1371.788,0,196,196,15,1,-10921639,36.965,35,31,50,27687,4.832,15.510,0.074,1.052
ID16107,16107,171,0.161,1282.737,1371.766,0,197,197,15,1,-10921639,38.431,36,31,54,28785,6.019,15.191,0.093,1.083
ID16212,16212,171,0.222,1282.035,1371.754,0,198,198,15,1,-10921639,40.939,38,30,64,30663,8.740,15.052,0.123,1.024
ID16161,16161,171,0.231,1281.315,1370.572,0,199,199,15,1,-10921639,41.451,38,31,65,31047,8.909,14.995,0.130,1.068
ID16265,16265,171,0.243,1281.772,1370.472,0,200,200,15,1,-10921639,41.924,38,31,69,31401,9.313,14.800,0.136,1.076
ID16317,16317,171,0.302,1281.574,1370.184,0,201,201,15,1,-10921639,44.595,40,31,79,33402,11.843,14.974,0.164,1.059
ID16367,16367,171,0.326,1283.479,1371.197,0,202,202,15,1,-10921639,45.593,41,31,81,34149,12.867,14.934,0.175,1.057
ID16417,16417,171,0.323,1282.653,1371.417,0,203,203,15,1,-10921639,45.360,40,31,80,33975,12.854,14.743,0.173,1.041
ID16467,16467,171,0.289,1280.605,1370.545,0,204,204,15,1,-10921639,43.973,40,31,76,32936,11.355,14.976,0.159,1.063
ID16518,16518,171,0.250,1282.485,1370.311,0,205,205,15,1,-10921639,42.198,38,30,69,31606,9.789,15.022,0.139,1.053
ID16619,16619,171,0.230,1282.488,1371.192,0,206,206,15,1,-10921639,41.224,38,30,68,30877,8.853,15.198,0.130,1.068
ID16567,16567,171,0.218,1283.229,1372.529,0,207,207,15,1,-10921639,40.725,37,30,63,30503,8.294,15.387,0.125,1.088
ID16666,16666,171,0.205,1283.999,1371.421,0,208,208,15,1,-10921639,40.136,37,29,61,30062,7.642,14.934,0.118,1.106
ID16719,16719,171,0.187,1285.630,1370.052,0,209,209,15,1,-10921639,39.401,37,30,60,29511,6.955,15.131,0.108,1.105
ID16819,16819,171,0.174,1285.821,1371.377,0,210,210,15,1,-10921639,38.869,37,30,58,29113,6.310,15.431,0.102,1.142
ID16769,16769,171,0.163,1284.674,1371.431,0,211,211,15,1,-10921639,38.453,37,31,54,28801,5.965,15.033,0.093,1.101
ID16868,16868,171,0.148,1285.942,1370.388,0,212,212,15,1,-10921639,38.211,36,32,52,28620,4.931,15.449,0.088,1.253
ID16918,16918,171,0.132,1285.396,1368.686,0,213,213,15,1,-10921639,37.529,36,31,49,28109,4.397,17.221,0.080,1.258
ID16965,16965,171,0.131,1282.982,1366.843,0,214,214,15,1,-10921639,37.214,36,31,51,27873,4.606,15.008,0.076,1.136
ID10535,10535,172,0.068,1426.900,591.090,0,92,92,15,1,-10921639,36.569,36,32,45,27390,2.519,10.127,0.030,0.851
ID10584,10584,172,0.120,1423.599,590.819,0,93,93,15,1,-10921639,38.649,37,32,55,28948,4.967,9.794,0.058,0.857
ID10634,10634,172,0.110,1420.966,589.123,0,94,94,15,1,-10921639,38.298,37,33,50,28685,4.217,14.393,0.054,0.934
ID10684,10684,172,0.105,1416.550,588.461,0,95,95,15,1,-10921639,38.147,37,33,50,28572,4.112,10.127,0.052,0.915
ID10733,10733,172,0.097,1412.694,586.985,0,96,96,15,1,-10921639,37.676,36,33,50,28219,3.905,9.794,0.045,0.837
ID10785,10785,172,0.089,1407.884,586.332,0,97,97,15,1,-10921639,37.389,36,33,48,28004,3.435,9.845,0.042,0.870
ID10837,10837,172,0.075,1405.598,585.933,0,98,98,15,1,-10921639,36.916,36,33,45,27650,2.826,9.582,0.034,0.847
ID10890,10890,172,0.069,1405.233,584.579,0,99,99,15,1,-10921639,36.692,36,33,45,27482,2.636,14.687,0.031,0.826
ID10942,10942,172,0.060,1403.441,583.547,0,100,100,15,1,-10921639,36.459,36,33,43,27308,2.255,14.907,0.025,0.797
ID10995,10995,172,0.054,1398.529,582.523,0,101,101,15,1,-10921639,36.270,36,33,43,27166,2.010,9.702,0.021,0.743
ID11050,11050,172,0.051,1398.165,582.684,0,102,102,15,1,-10921639,36.267,36,32,42,27164,1.867,14.879,0.020,0.776
ID11102,11102,172,0.059,1395.834,580.593,0,103,103,15,1,-10921639,36.515,36,33,44,27350,2.175,9.509,0.025,0.806
ID11155,11155,172,0.058,1393.432,580.477,0,104,104,15,1,-10921639,36.514,36,32,44,27349,2.135,10.053,0.025,0.832
ID11207,11207,172,0.085,1390.685,579.420,0,105,105,15,1,-10921639,37.718,37,33,51,28251,3.313,9.546,0.039,0.856
ID11262,11262,172,0.085,1390.907,579.660,0,106,106,15,1,-10921639,37.813,37,33,49,28322,3.256,9.618,0.039,0.874
ID11314,11314,172,0.066,1387.315,578.805,0,107,107,15,1,-10921639,37.043,36,33,44,27745,2.219,9.741,0.031,1.002
ID11367,11367,172,0.053,1382.121,578.564,0,108,108,15,1,-10921639,36.270,36,32,42,27166,1.919,9.901,0.022,0.815
ID11419,11419,172,0.050,1379.188,577.095,0,109,109,15,1,-10921639,35.991,36,33,44,26957,1.652,9.534,0.022,0.933
ID11470,11470,172,0.046,1376.485,576.615,0,110,110,15,1,-10921639,35.680,35,33,41,26724,1.507,57.000,0.018,0.835
ID11521,11521,172,0.051,1371.346,576.004,0,111,111,15,1,-10921639,35.881,36,31,42,26875,1.766,15.109,0.021,0.846
ID11573,11573,172,0.064,1368.854,576.531,0,112,112,15,1,-10921639,36.389,36,32,43,27255,2.244,9.982,0.029,0.924
ID11626,11626,172,0.065,1366.202,578.401,0,113,113,15,1,-10921639,36.372,36,32,44,27243,2.340,51.770,0.030,0.909
ID11681,11681,172,0.058,1363.375,578.291,0,114,114,15,1,-10921639,36.015,36,32,42,26975,1.831,15.204,0.027,1.037
ID11735,11735,172,0.051,1358.479,575.893,0,115,115,15,1,-10921639,35.684,36,31,41,26727,1.708,16.348,0.022,0.901
ID11786,11786,172,0.046,1355.751,573.707,0,116,116,15,1,-10921639,35.534,35,31,39,26615,1.339,16.413,0.021,1.094
ID11837,11837,172,0.045,1352.450,572.454,0,117,117,15,1,-10921639,35.207,35,32,40,26370,1.562,9.651,0.018,0.778
ID11940,11940,172,0.045,1352.532,571.745,0,118,118,15,1,-10921639,35.135,35,32,40,26316,1.538,14.803,0.018,0.818
ID11889,11889,172,0.051,1350.324,571.091,0,119,119,15,1,-10921639,35.284,35,31,42,26428,1.870,57.000,0.022,0.797
ID11994,11994,172,0.075,1350.450,572.504,0,120,120,15,1,-10921639,36.308,36,31,46,27195,2.888,14.894,0.036,0.869
ID12047,12047,172,0.088,1348.924,572.460,0,121,121,15,1,-10921639,36.733,36,31,47,27513,3.384,15.660,0.043,0.895
ID12152,12152,172,0.073,1348.046,571.385,0,122,122,15,1,-10921639,35.993,35,31,44,26959,2.604,9.984,0.035,0.932
ID12099,12099,172,0.064,1346.726,571.518,0,123,123,15,1,-10921639,35.495,35,32,43,26586,2.462,15.353,0.029,0.804
ID12205,12205,172,0.058,1345.858,571.924,0,124,124,15,1,-10921639,35.105,35,31,41,26294,2.047,9.735,0.026,0.880
ID12258,12258,172,0.052,1344.536,571.664,0,125,125,15,1,-10921639,34.813,34,31,41,26075,1.861,15.390,0.021,0.788
ID12309,12309,172,0.047,1341.890,573.111,0,126,126,15,1,-10921639,34.634,34,31,40,25941,1.648,14.703,0.019,0.802
ID12361,12361,172,0.045,1340.577,573.119,0,127,127,15,1,-10921639,34.430,34,31,39,25788,1.470,9.334,0.019,0.881
ID12413,12413,172,0.049,1339.444,572.686,0,128,128,15,1,-10921639,34.637,34,31,40,25943,1.571,57.000,0.022,0.955
ID12469,12469,172,0.042,1340.462,572.905,0,129,129,15,1,-10921639,34.303,34,31,40,25693,1.531,15.250,0.017,0.743
ID12581,12581,172,0.058,1340.177,571.761,0,130,130,15,1,-10921639,34.816,34,31,41,26077,2.061,14.972,0.026,0.850
ID12525,12525,172,0.065,1338.177,570.252,0,131,131,15,1,-10921639,35.176,35,31,45,26347,2.403,9.564,0.030,0.850
ID12636,12636,172,0.081,1339.286,569.640,0,132,132,15,1,-10921639,35.802,35,31,47,26816,2.989,15.593,0.040,0.931
ID12691,12691,172,0.067,1337.836,570.731,0,133,133,15,1,-10921639,35.235,35,30,43,26391,2.365,9.933,0.033,0.941
ID12745,12745,172,0.066,1336.381,571.252,0,134,134,15,1,-10921639,35.272,35,30,42,26419,2.364,14.439,0.032,0.915
ID12800,12800,172,0.054,1333.941,570.966,0,135,135,15,1,-10921639,34.725,34,31,41,26009,1.897,53.594,0.024,0.873
ID12910,12910,172,0.051,1332.956,573.024,0,136,136,15,1,-10921639,34.694,34,31,41,25986,1.762,15.574,0.022,0.856
ID12855,12855,172,0.056,1329.880,572.215,0,137,137,15,1,-10921639,35.036,35,31,40,26242,1.834,15.674,0.028,1.038
ID13020,13020,172,0.068,1328.630,570.806,0,138,138,15,1,-10921639,35.441,35,31,45,26545,2.343,14.716,0.035,1.009
ID12966,12966,172,0.062,1325.939,569.441,0,139,139,15,1,-10921639,35.214,35,31,41,26375,2.093,9.953,0.030,0.975
ID13129,13129,172,0.053,1326.456,570.511,0,140,140,15,1,-10921639,34.854,34,32,40,26106,1.718,53.632,0.025,0.996
ID13074,13074,172,0.053,1325.197,572.250,0,141,141,15,1,-10921639,34.744,34,31,40,26023,1.797,15.012,0.024,0.912
ID13183,13183,172,0.048,1322.404,573.522,0,142,142,15,1,-10921639,34.506,34,31,39,25845,1.609,15.018,0.021,0.869
ID13237,13237,172,0.041,1322.624,574.875,0,143,143,15,1,-10921639,34.158,34,32,40,25584,1.350,13.619,0.016,0.810
ID13342,13342,172,0.041,1320.538,575.967,0,145,145,15,1,-10921639,34.211,34,31,39,25624,1.415,16.271,0.016,0.777
ID13393,13393,172,0.062,1318.110,575.108,0,146,146,15,1,-10921639,35.076,35,31,41,26272,2.142,14.867,0.030,0.941
ID13445,13445,172,0.071,1314.247,576.441,0,147,147,15,1,-10921639,35.615,35,31,44,26676,2.517,14.810,0.036,0.972
ID13497,13497,172,0.070,1311.912,577.515,0,148,148,15,1,-10921639,35.355,35,31,45,26481,2.792,9.535,0.032,0.793
ID13547,13547,172,0.063,1308.148,580.128,0,149,149,15,1,-10921639,35.049,34,31,44,26252,2.402,9.479,0.029,0.822
ID13647,13647,172,0.054,1305.424,580.062,0,150,150,15,1,-10921639,34.761,34,31,42,26036,1.988,9.616,0.024,0.816
ID13598,13598,172,0.051,1305.022,578.708,0,151,151,15,1,-10921639,34.471,34,30,41,25819,1.914,9.507,0.020,0.716
ID13698,13698,172,0.049,1303.541,578.943,0,152,152,15,1,-10921639,34.439,34,31,42,25795,1.913,9.503,0.020,0.710
ID13747,13747,172,0.050,1302.999,577.740,0,153,153,15,1,-10921639,34.434,34,31,42,25791,1.807,57.000,0.021,0.795
ID13849,13849,172,0.066,1301.489,577.095,0,154,154,15,1,-10921639,35.162,34,31,43,26336,2.420,9.731,0.031,0.873
ID13798,13798,172,0.090,1299.401,576.594,0,155,155,15,1,-10921639,36.179,35,31,49,27098,3.716,9.767,0.044,0.814
ID13900,13900,172,0.094,1300.979,575.046,0,156,156,15,1,-10921639,36.399,35,31,51,27263,3.801,9.506,0.046,0.839
ID13951,13951,172,0.083,1299.029,574.686,0,157,157,15,1,-10921639,35.956,35,31,47,26931,3.176,9.546,0.041,0.901
ID14051,14051,172,0.069,1297.670,575.679,0,158,158,15,1,-10921639,35.226,35,30,45,26384,2.755,9.621,0.032,0.785
ID13999,13999,172,0.066,1293.774,576.142,0,159,159,15,1,-10921639,35.162,35,31,45,26336,2.444,9.277,0.031,0.865
ID14100,14100,172,0.060,1294.122,576.536,0,160,160,15,1,-10921639,34.870,34,31,43,26118,2.299,9.246,0.027,0.786
ID14151,14151,172,0.053,1291.964,578.494,0,161,161,15,1,-10921639,34.569,34,30,42,25892,2.068,9.347,0.022,0.725
ID14202,14202,172,0.052,1292.571,578.565,0,162,162,15,1,-10921639,34.541,34,31,43,25871,1.924,9.614,0.023,0.795
ID14253,14253,172,0.050,1291.195,579.143,0,163,163,15,1,-10921639,34.447,34,31,41,25801,1.763,9.543,0.023,0.864
ID14304,14304,172,0.054,1291.311,577.600,0,164,164,15,1,-10921639,34.546,34,31,42,25875,1.982,57.000,0.024,0.808
ID14358,14358,172,0.047,1292.596,577.809,0,165,165,15,1,-10921639,34.120,34,31,40,25556,1.783,9.562,0.017,0.655
ID14413,14413,172,0.046,1292.832,580.741,0,166,166,15,1,-10921639,34.115,34,30,39,25552,1.616,51.052,0.020,0.824
ID14467,14467,172,0.044,1292.122,579.642,0,167,167,15,1,-10921639,34.012,34,31,39,25475,1.523,57.000,0.017,0.764
ID14522,14522,172,0.043,1289.479,579.707,0,168,168,15,1,-10921639,34.004,34,31,39,25469,1.401,57.000,0.018,0.870
ID14575,14575,172,0.042,1289.461,580.737,0,169,169,15,1,-10921639,33.945,34,30,39,25425,1.504,57.000,0.018,0.788
ID10605,10605,173,0.053,1839.987,1172.931,0,93,93,15,1,-10921639,41.551,41,37,46,31122,1.415,57.000,0.023,1.310
ID10655,10655,173,0.110,1831.632,1175.165,0,94,94,15,1,-10921639,44.888,44,38,52,33621,3.072,20.323,0.055,1.522
ID10704,10704,173,0.109,1821.506,1176.500,0,95,95,15,1,-10921639,44.498,44,38,54,33329,3.102,19.703,0.055,1.501
ID10756,10756,173,0.112,1809.255,1175.289,0,96,96,15,1,-10921639,44.148,44,37,52,33067,3.318,20.467,0.056,1.415
ID10807,10807,173,0.112,1798.343,1172.512,0,97,97,15,1,-10921639,43.793,43,37,54,32801,3.238,57.000,0.057,1.468
ID10860,10860,173,0.110,1790.509,1171.261,0,98,98,15,1,-10921639,43.064,43,36,52,32255,3.300,18.584,0.056,1.392
ID10913,10913,173,0.103,1782.978,1167.819,0,99,99,15,1,-10921639,42.288,42,37,51,31674,2.925,20.270,0.054,1.487
ID10966,10966,173,0.093,1776.039,1166.915,0,100,100,15,1,-10921639,41.338,41,37,49,30962,2.744,19.537,0.048,1.368
ID11019,11019,173,0.085,1767.786,1166.845,0,101,101,15,1,-10921639,40.704,40,36,47,30487,2.378,16.318,0.044,1.438
ID11073,11073,173,0.079,1759.211,1165.721,0,102,102,15,1,-10921639,40.027,40,34,46,29980,2.301,20.768,0.040,1.346
ID11125,11125,173,0.069,1752.544,1164.231,0,103,103,15,1,-10921639,39.164,39,33,44,29334,2.007,15.911,0.034,1.281
ID11178,11178,173,0.069,1744.272,1164.395,0,104,104,15,1,-10921639,38.856,39,34,44,29103,1.917,16.406,0.035,1.363
ID11230,11230,173,0.072,1741.097,1162.781,0,105,105,15,1,-10921639,38.757,38,34,46,29029,2.073,18.327,0.038,1.364
ID11284,11284,173,0.070,1735.387,1164.097,0,106,106,15,1,-10921639,38.447,38,34,45,28797,2.078,16.726,0.036,1.280
ID11336,11336,173,0.065,1730.241,1166.103,0,107,107,15,1,-10921639,38.004,38,34,43,28465,1.820,57.000,0.033,1.350
ID11388,11388,173,0.073,1724.739,1169.416,0,108,108,15,1,-10921639,38.103,38,34,44,28539,2.041,15.726,0.039,1.403
ID11440,11440,173,0.082,1720.159,1170.611,0,109,109,15,1,-10921639,38.538,38,33,45,28865,2.433,20.108,0.045,1.371
ID11491,11491,173,0.100,1713.832,1169.597,0,110,110,15,1,-10921639,39.368,39,34,47,29487,2.896,15.760,0.056,1.452
ID11542,11542,173,0.101,1708.676,1170.714,0,111,111,15,1,-10921639,39.251,39,32,48,29399,2.966,20.068,0.057,1.431
ID11595,11595,173,0.094,1705.525,1170.584,0,112,112,15,1,-10921639,38.502,38,33,47,28838,2.923,19.845,0.052,1.303
ID11649,11649,173,0.088,1701.007,1167.790,0,113,113,15,1,-10921639,37.999,37,33,46,28461,2.741,57.000,0.048,1.261
ID11703,11703,173,0.101,1697.814,1166.187,0,114,114,15,1,-10921639,38.562,38,32,48,28883,3.238,15.716,0.057,1.278
ID11756,11756,173,0.104,1696.845,1166.550,0,115,115,15,1,-10921639,38.360,37,32,47,28732,3.299,15.329,0.059,1.287
ID11807,11807,173,0.099,1693.004,1167.474,0,116,116,15,1,-10921639,37.963,37,32,48,28434,3.113,19.614,0.055,1.281
ID11859,11859,173,0.090,1691.054,1167.467,0,117,117,15,1,-10921639,37.401,37,31,45,28013,2.749,15.739,0.050,1.288
ID11963,11963,173,0.085,1689.671,1165.916,0,118,118,15,1,-10921639,36.996,36,32,46,27710,2.670,15.488,0.047,1.253
ID11910,11910,173,0.077,1688.473,1161.790,0,119,119,15,1,-10921639,36.437,36,31,45,27291,2.311,16.176,0.043,1.294
ID12016,12016,173,0.073,1686.252,1160.140,0,120,120,15,1,-10921639,36.016,36,31,43,26976,2.353,15.378,0.038,1.123
ID12067,12067,173,0.073,1684.743,1160.686,0,121,121,15,1,-10921639,35.773,35,31,43,26794,2.372,9.845,0.039,1.130
ID12172,12172,173,0.073,1684.456,1161.996,0,122,122,15,1,-10921639,35.798,35,32,43,26813,2.317,16.722,0.040,1.199
ID12119,12119,173,0.066,1684.771,1159.903,0,123,123,15,1,-10921639,35.397,35,31,43,26512,2.098,53.995,0.035,1.134
ID12225,12225,173,0.062,1682.265,1158.785,0,124,124,15,1,-10921639,35.123,35,32,41,26307,1.843,15.270,0.033,1.225
ID12278,12278,173,0.062,1681.203,1158.350,0,125,125,15,1,-10921639,35.005,35,30,40,26219,2.017,20.587,0.032,1.076
ID12329,12329,173,0.058,1680.418,1159.065,0,126,126,15,1,-10921639,34.728,34,31,40,26011,1.765,15.622,0.030,1.164
ID12381,12381,173,0.056,1679.569,1158.839,0,127,127,15,1,-10921639,34.490,34,31,40,25833,1.839,10.144,0.028,1.020
ID12436,12436,173,0.050,1679.871,1161.569,0,128,128,15,1,-10921639,34.248,34,30,39,25652,1.574,57.000,0.024,1.025
ID12493,12493,173,0.052,1680.900,1160.658,0,129,129,15,1,-10921639,34.316,34,30,39,25703,1.625,14.906,0.027,1.127
ID12604,12604,173,0.077,1677.085,1160.762,0,130,130,15,1,-10921639,35.617,35,30,43,26677,2.405,16.353,0.044,1.241
ID12548,12548,173,0.105,1673.713,1161.733,0,131,131,15,1,-10921639,37.148,36,32,45,27824,3.151,15.933,0.063,1.407
ID12659,12659,173,0.116,1672.898,1162.709,0,132,132,15,1,-10921639,37.434,36,31,47,28038,3.631,15.419,0.070,1.348
ID12715,12715,173,0.109,1673.908,1163.339,0,133,133,15,1,-10921639,36.866,36,31,46,27613,3.506,15.566,0.065,1.281
ID12769,12769,173,0.099,1671.366,1165.683,0,134,134,15,1,-10921639,36.300,36,31,44,27189,2.975,16.445,0.061,1.403
ID12825,12825,173,0.087,1670.113,1164.575,0,135,135,15,1,-10921639,35.626,35,31,43,26684,2.652,15.850,0.052,1.338
ID12935,12935,173,0.078,1669.009,1162.523,0,136,136,15,1,-10921639,35.007,34,30,41,26220,2.411,15.407,0.045,1.257
